musteri_id,tarih,yas,cinsiyet,sehir,egitim,segment,gelir,harcama,siparis_sayisi,memnuniyet,indirim_orani,uyelik_suresi
MUS_0016,2023-02-20,57,Erkek,Adana,Lise,Elit,48764.72699879782,14524.588786714801,0,1.0,18.88299554436606,6
MUS_0017,2022-09-18,41,Erkek,Istanbul,Ortaokul,Elit,36937.545508035946,17240.12156626946,7,6.0,43.45870710236714,13
MUS_0018,2023-07-20,20,Kadın,Bursa,Lisans,Premium,39516.0149963949,13851.956369196936,7,4.0,19.34763520438799,38
MUS_0019,2023-02-03,39,Erkek,Bursa,Yukseklisans,Elit,40750.33925275154,18624.386006591525,3,4.0,17.491951275336586,18
MUS_0020,2022-11-13,70,Kadın,Istanbul,Lise,Premium,26159.79921032827,7635.736079115081,4,9.0,49.91219569316333,8
MUS_0021,2023-12-04,19,Kadın,Izmir,Lisans,Standart,75888.71729340307,11878.00713834642,6,9.0,24.123601149503273,7
MUS_0022,2022-10-13,41,Erkek,Istanbul,Lisans,Standart,70671.24257036467,33659.65117592259,4,8.0,40.2610604856753,5
MUS_0023,2022-10-20,61,Kadın,Istanbul,Doktora,Premium,54020.71134835596,15469.868616647462,3,10.0,40.24940280299612,41
MUS_0024,2023-05-02,47,Erkek,Bursa,Ortaokul,Premium,29350.627554994844,5298.3072867838155,4,5.0,46.31846685495897,20
MUS_0025,2023-08-14,55,Erkek,Antalya,Lisans,Premium,47551.66385123293,10321.028006865032,7,4.0,4.244752722515183,29
MUS_0026,2023-04-03,19,Erkek,Izmir,Lise,Premium,59230.09000679816,7141.086257159636,5,7.0,,47
MUS_0027,2023-05-25,38,Erkek,Ankara,Yukseklisans,Standart,19700.544405465105,5720.153636609609,4,9.0,38.387404577321696,103
MUS_0028,2022-09-30,50,Kadın,Istanbul,Lisans,Premium,84732.61579585222,57833.6067173759,11,2.0,28.130074619928248,6
MUS_0029,2022-12-17,29,Erkek,Istanbul,Ortaokul,Elit,15219.09539584154,7264.341027617119,2,10.0,27.980747117726697,4
MUS_0030,2022-05-24,39,Kadın,Istanbul,Lisans,Standart,51652.966618787344,24378.65964291695,4,7.0,8.31076509351204,14
MUS_0031,2023-05-12,61,Kadın,Istanbul,Lisans,Premium,75104.90534478347,11299.687639159814,5,10.0,14.057650705696489,1
MUS_0032,2022-06-11,42,Kadın,Istanbul,Ilkokul,Standart,34319.47540168838,8883.41586036498,4,,26.06670428583672,37
MUS_0033,2022-01-01,66,Kadın,Ankara,Yukseklisans,Premium,33683.648810377934,3515.4014699203994,4,7.0,13.859068233731058,51
MUS_0034,2023-11-13,44,Kadın,Istanbul,Lise,Premium,50707.56534631661,22725.507603231283,1,8.0,10.514139634935754,27
MUS_0035,2022-08-12,59,Erkek,Istanbul,Lisans,Standart,91669.1286818098,22518.023905082224,2,8.0,4.3878027884998065,7
MUS_0036,2022-05-24,45,Erkek,Ankara,Lise,Premium,31554.332524490965,10928.183497904436,9,5.0,7.786300596167278,3
MUS_0037,2022-07-15,33,Kadın,Bursa,Lisans,Standart,24575.920573436335,9562.074158939155,6,9.0,38.44338812459865,11
MUS_0038,2022-08-30,32,Kadın,Istanbul,Lise,Premium,29381.25815105221,8170.176452967802,7,9.0,35.938959029235775,43
MUS_0039,2022-12-13,64,Erkek,Adana,Yukseklisans,Standart,16709.672190904555,3472.1289499810828,6,1.0,2.29168421743558,10
MUS_0040,2022-02-20,68,Erkek,Antalya,Lisans,Premium,56890.23277233323,27593.625537124746,4,4.0,10.164204267205552,1
MUS_0041,2022-02-08,61,Erkek,Istanbul,Lisans,Standart,28084.089181050134,13627.41518819508,10,7.0,28.022767336635813,7
MUS_0042,2022-08-02,69,Kadın,Bursa,Lisans,Premium,32722.900175760285,6931.652860387059,3,7.0,16.13139221183866,110
MUS_0043,2022-08-04,20,Erkek,Izmir,Lisans,Standart,57228.68660410374,16720.66576738379,9,8.0,41.16248013397652,27
MUS_0044,2022-03-27,54,Erkek,Izmir,Ilkokul,Premium,30077.866192404825,14592.159876143447,0,3.0,39.24946538310735,55
MUS_0045,2022-10-23,68,Erkek,Ankara,Lise,Elit,53079.453769697335,5686.171758396811,8,8.0,44.579027897905476,35
MUS_0046,2022-07-27,24,Erkek,Ankara,Yukseklisans,Elit,21610.95731375356,5603.1156711244275,7,7.0,28.146561575255795,18
MUS_0047,2022-01-20,38,Kadın,Ankara,Ortaokul,Premium,58650.9888520502,8380.268523784756,1,5.0,17.603823990454927,3
MUS_0048,2023-10-09,26,Erkek,Ankara,Lisans,Premium,43085.961795417876,12752.54316284295,3,7.0,30.30323480924589,10
MUS_0049,2023-10-09,56,Kadın,Izmir,Doktora,Standart,34742.204142100636,3784.6938921688507,4,5.0,4.456833987272891,21
MUS_0050,2022-06-02,35,Erkek,Izmir,Ortaokul,Standart,38771.733573665995,10190.098618204885,4,4.0,0.4793008870733806,49
MUS_0051,2022-04-29,21,Kadın,Ankara,Lisans,Standart,19084.263094555707,3554.3197825038087,5,7.0,0.8546760060177683,7
MUS_0052,2023-02-04,42,Erkek,Izmir,Lisans,Premium,38330.468150104134,11930.566836134918,8,10.0,20.37714689671081,3
MUS_0053,2023-04-06,31,Erkek,Istanbul,Lisans,Elit,33832.09229955213,16728.325851343234,8,5.0,11.403879705153164,19
MUS_0054,2023-12-01,67,Kadın,Istanbul,Ortaokul,Standart,19346.826789071907,8280.724180624351,4,6.0,7.866885290002385,4
MUS_0055,2022-10-03,26,Kadın,Bursa,Ilkokul,Elit,25963.897296832554,11578.747067428389,1,,30.766300780908523,22
MUS_0056,2023-03-28,43,Kadın,Istanbul,Lisans,Premium,34042.92036023671,12038.370007777132,7,5.0,49.75475213065906,7
MUS_0057,2023-10-04,70,Kadın,Istanbul,Yukseklisans,Premium,26805.273178235362,2906.8090506927697,3,6.0,8.887660180776818,6
MUS_0058,2022-11-25,19,Kadın,Istanbul,Lisans,Standart,10871.968380397497,2345.3058223537632,2,8.0,27.32107121069694,12
MUS_0059,2022-03-31,37,Erkek,Istanbul,Lisans,Standart,62205.19336179617,29062.08769197134,7,2.0,5.9863756999946895,21
MUS_0060,2022-10-03,45,Kadın,Adana,Ortaokul,Standart,33824.98678850479,8044.122777969174,2,10.0,46.71182205360695,18
MUS_0061,2022-04-10,64,Erkek,Izmir,Lisans,Premium,11649.574041706142,1245.3625082978906,8,2.0,14.587758428529252,6
MUS_0062,2022-01-13,24,Kadın,Adana,Lise,Standart,105607.161991077,40252.221481063716,6,9.0,,53
MUS_0063,2023-07-03,61,Kadın,Izmir,Yukseklisans,Standart,67554.91932333625,14803.945607681966,4,9.0,14.153821962518842,2
MUS_0064,2022-06-24,25,Kadın,Ankara,Yukseklisans,Premium,30500.823873172154,6536.416656176454,6,7.0,40.30262400933597,1
MUS_0065,2022-01-02,64,Kadın,Istanbul,Lisans,Premium,23831.207835663485,12018.540959741667,5,4.0,10.469066672288635,22
MUS_0066,2023-09-29,52,Erkek,Izmir,Yukseklisans,Elit,44426.68606547276,19750.416300552857,3,7.0,14.63947150767222,3
MUS_0067,2022-11-20,31,Kadın,Istanbul,Ilkokul,Standart,40181.55777155547,10520.513144442879,9,7.0,9.6237682701817,16
MUS_0068,2022-06-24,34,Erkek,Antalya,Lisans,Standart,47621.75446547053,23656.874321251744,5,9.0,13.212993892482782,72
MUS_0069,2022-07-11,53,Kadın,Bursa,Lise,Premium,23865.5162993834,8966.144702271215,5,7.0,41.743287766665766,28
MUS_0070,2022-06-25,67,Kadın,Istanbul,Yukseklisans,Standart,62873.87474146177,25150.71399190831,6,6.0,31.951624877334872,23
MUS_0071,2022-05-23,57,Erkek,Adana,Lise,Standart,28660.322055091034,3134.595464808119,5,9.0,20.2939834418612,20
MUS_0072,2023-09-07,21,Kadın,Bursa,Lisans,Standart,51040.91649824551,7743.142315853655,4,10.0,48.57605135410781,4
MUS_0073,2022-05-05,19,Kadın,Izmir,Yukseklisans,Standart,24380.291750774835,8531.531264805833,3,8.0,23.24307635647869,13
MUS_0074,2023-02-15,23,Kadın,Istanbul,Ilkokul,Standart,136498.92155455943,62515.20032561975,2,9.0,48.48799856294257,10
MUS_0075,2022-02-26,59,Kadın,Ankara,Lise,Standart,51418.93014926845,17790.979235599465,6,7.0,9.829346145543012,73
MUS_0076,2023-11-25,21,Erkek,Ankara,Lisans,Standart,153601.3883338696,23523.06708803833,3,8.0,45.23192135574747,6
MUS_0077,2023-03-17,46,Erkek,Istanbul,Lisans,Standart,54929.23438145749,8057.159658847548,4,8.0,0.6911102048747342,15
MUS_0078,2023-10-22,35,Kadın,Istanbul,Lise,Premium,27426.577981774866,12416.026149866038,6,8.0,27.265160118287874,66
MUS_0079,2022-10-18,43,Erkek,Bursa,Lise,Standart,54978.11064890722,8384.904926222454,4,,21.15261971460074,37
MUS_0080,2023-08-15,61,Kadın,Istanbul,Ortaokul,Premium,56970.50228517908,17816.898364343284,7,,26.254392273598963,80
MUS_0081,2023-09-16,51,Erkek,Izmir,Yukseklisans,Standart,43768.167916482525,4963.117689329015,9,7.0,27.67224159738495,22
MUS_0082,2023-05-29,27,Erkek,Adana,Lisans,Standart,49771.42165871798,6179.884771557524,10,6.0,19.451567703385546,9
MUS_0083,2022-03-09,53,Kadın,Antalya,Ortaokul,Premium,53149.478119190644,19507.78642715707,7,6.0,49.90989234430476,42
MUS_0084,2022-01-12,31,Kadın,Istanbul,Lise,Standart,22096.168349359494,8536.263620791658,6,8.0,48.825359515031295,8
MUS_0085,2022-05-04,48,Erkek,Antalya,Lise,Standart,21323.622988452982,5113.842158154818,5,7.0,48.08726883522976,4
MUS_0086,2022-03-28,65,Kadın,Istanbul,Lise,Standart,24413.499114404844,4627.75567630052,4,4.0,48.954252368829394,29
MUS_0087,2023-06-14,32,Erkek,Istanbul,Lise,Elit,38706.82411466772,16734.83934543635,2,9.0,39.65061993846993,24
MUS_0088,2023-02-11,25,Erkek,Izmir,Lise,Standart,32481.124476664263,5861.5479981582075,3,9.0,49.4295239513166,50
MUS_0089,2023-01-19,31,Erkek,Ankara,Lise,Standart,22297.162719376258,6853.63249418236,4,7.0,44.6180112637571,78
MUS_0090,2022-07-04,40,Erkek,Ankara,Lisans,Premium,53511.78051892612,25622.663925529192,10,5.0,20.796631851621054,46
MUS_0091,2022-04-23,57,Erkek,Izmir,Lise,Standart,41836.41493962526,6833.304284309423,2,10.0,39.238855419170385,1
MUS_0092,2022-05-31,38,Kadın,Istanbul,Lisans,Standart,39516.14081634922,18936.030559193634,1,9.0,45.60339225628129,26
MUS_0093,2022-10-20,33,Kadın,Istanbul,Lisans,Standart,31920.55208828364,5672.067403572051,4,5.0,35.630303679354626,36
MUS_0094,2023-06-25,62,Erkek,Ankara,Lisans,Premium,30058.05474538183,9591.698834389757,9,3.0,21.139117028280197,96
MUS_0095,2022-07-05,35,Kadın,Bursa,Lisans,Standart,23845.109409771194,5659.577205786658,6,7.0,3.2895121008212627,11
MUS_0096,2023-05-25,64,Kadın,Izmir,Lisans,Standart,57923.01882325802,27885.009239795258,10,8.0,40.48484685302938,4
MUS_0097,2022-12-25,70,Erkek,Istanbul,Yukseklisans,Standart,,5165.341205232151,6,4.0,47.637143656323516,46
MUS_0098,2023-10-09,41,Kadın,Ankara,Lisans,Premium,40323.72294170678,10789.44349497005,4,7.0,18.123163011496317,9
MUS_0099,2022-06-20,43,Kadın,Istanbul,Lisans,Standart,,41311.85706214765,4,6.0,7.595302549446981,21
MUS_0100,2022-11-26,42,Erkek,Istanbul,Yukseklisans,Elit,30756.94580777649,9584.126752357795,9,9.0,16.325191973527787,11
MUS_0101,2022-03-12,62,Erkek,Bursa,Lisans,Standart,58709.16170358812,17734.363663051357,5,6.0,29.131117908912312,12
MUS_0102,2022-09-02,58,Kadın,Istanbul,Lise,Elit,48259.815108515315,9666.44593349287,4,,15.846450164111808,31
MUS_0103,2023-01-06,46,Kadın,Istanbul,Lise,Elit,42435.212567069524,16221.381916291391,2,10.0,30.530936509817696,10
MUS_0104,2023-06-19,32,Erkek,Izmir,Lise,Standart,45034.053227191835,4534.695085327704,5,6.0,48.34261161223153,28
MUS_0105,2022-05-25,62,Kadın,Izmir,Yukseklisans,Standart,34632.46151751299,4299.194138064306,4,6.0,33.53672466538413,1
MUS_0106,2022-06-09,18,Kadın,Izmir,Lisans,Standart,,12384.42110077051,5,8.0,18.132968314281083,9
MUS_0107,2023-04-07,42,Kadın,Istanbul,Yukseklisans,Standart,27610.268397091222,6695.700520453464,2,5.0,46.787648573576746,9
MUS_0108,2022-10-07,24,Kadın,Istanbul,Lisans,Premium,37076.126858395364,17760.239604963896,6,,28.281763435057194,33
MUS_0109,2022-12-18,26,Kadın,Istanbul,Lisans,Standart,27102.655801142268,12343.796954776812,5,3.0,6.418619926628333,9
MUS_0110,2023-09-03,41,Erkek,Istanbul,Ortaokul,Standart,60043.67821054957,23468.386737640678,4,4.0,24.94905025968808,24
MUS_0111,2022-12-31,18,Erkek,Izmir,Lisans,Standart,15525.688997075837,6668.867675455186,4,9.0,32.681822245502495,27
MUS_0112,2023-04-22,61,Kadın,Antalya,Lisans,Elit,46190.371467852114,16884.32328396734,2,7.0,41.91271829083693,25
MUS_0113,2023-04-25,25,Kadın,Izmir,Doktora,Standart,42971.54153094225,6607.372431625568,4,8.0,46.82383933538237,22
MUS_0114,2023-08-10,41,Erkek,Bursa,Lise,Standart,41068.96402795974,16414.927433524575,6,5.0,15.870806685819261,12
MUS_0115,2023-04-11,28,Kadın,Ankara,Lisans,Standart,60612.07892758491,11378.649489783033,5,4.0,7.77561820395184,11
MUS_0116,2022-02-17,68,Kadın,Izmir,Lisans,Elit,31474.664669212965,7191.67968721222,7,9.0,3.6914321096941203,19
MUS_0117,2022-09-07,34,Erkek,Ankara,Lisans,Premium,41262.81137314016,17768.00138620981,1,6.0,36.91773013541414,1
MUS_0118,2023-12-24,25,Kadın,Ankara,Lisans,Standart,15393.937713115813,4533.515797947088,2,7.0,39.757912635771596,50
MUS_0119,2022-05-24,52,Kadın,Ankara,Lisans,Standart,29505.783056601133,90695.80532830422,5,2.0,20.46865634640834,41
MUS_0120,2023-03-05,52,Kadın,Istanbul,Lise,Standart,55707.396875847066,10318.712959886498,6,,19.79627035868145,10
MUS_0121,2023-09-08,50,Kadın,Ankara,Lisans,Standart,18590.744572597974,6584.755783532727,8,8.0,47.7118515827316,20
MUS_0122,2023-03-05,22,Erkek,Adana,Lisans,Elit,39335.06674219104,5387.958286038188,5,9.0,45.83406625401637,64
MUS_0123,2022-09-29,59,Kadın,Istanbul,Yukseklisans,Premium,25880.406718867547,9166.61728750528,9,8.0,11.663295095852162,7
MUS_0124,2022-02-28,56,Erkek,Istanbul,Yukseklisans,Standart,34355.12596795585,13977.883317313263,1,8.0,39.04038238749036,32
MUS_0125,2022-09-22,58,Erkek,Ankara,Lise,Premium,26666.443484435084,9157.168819422373,3,,31.135019811647002,2
MUS_0126,2022-05-13,45,Kadın,Bursa,Lise,Standart,19465.56328259694,3979.4970876735397,5,7.0,7.7111369559819956,17
MUS_0127,2023-12-03,24,Erkek,Izmir,Doktora,Premium,44046.52133775462,4895.093354758101,4,8.0,17.83855235432802,51
MUS_0128,2023-06-06,26,Erkek,Izmir,Lisans,Premium,35426.01155508046,4857.299244381566,2,5.0,8.873647065374124,19
MUS_0129,2023-07-02,25,Kadın,Istanbul,Yukseklisans,Standart,49331.32529863058,17156.93034079757,4,5.0,,22
MUS_0130,2022-11-15,29,Erkek,Izmir,Lise,Premium,54025.90614862943,25247.824782532283,2,10.0,30.76505878866758,57
MUS_0131,2022-03-22,51,Erkek,Istanbul,Lisans,Standart,67012.15960475347,12214.475601806595,3,2.0,18.763273552171984,30
MUS_0132,2022-07-14,50,Kadın,Antalya,Yukseklisans,Standart,38822.03872458755,15493.916350764348,9,,19.702975991792858,28
MUS_0133,2022-07-09,65,Kadın,Izmir,Yukseklisans,Standart,68480.92458800162,30158.31253241137,5,7.0,26.98236463085949,21
MUS_0134,2022-12-22,40,Erkek,Istanbul,Lise,Standart,22294.889177246903,7121.534859804931,2,8.0,4.361206942086138,24
MUS_0135,2022-12-03,41,Kadın,Istanbul,Lisans,Premium,57209.767004253255,20970.348172746802,6,7.0,36.93986449247074,39
MUS_0136,2022-11-13,54,Erkek,Istanbul,Lisans,Elit,45692.763122633136,19459.964061318416,6,6.0,20.085476670667003,92
MUS_0137,2022-12-29,52,Kadın,Ankara,Ortaokul,Premium,40804.44604952717,8234.642813116223,6,10.0,24.01985441011601,38
MUS_0138,2023-12-22,61,Kadın,Istanbul,Lisans,Premium,45359.10091383193,9580.031054875195,4,8.0,48.714986442731586,29
MUS_0139,2022-08-06,57,Kadın,Izmir,Lisans,Premium,22463.129626869053,2095.3535227748685,8,9.0,17.2183444159127,3
MUS_0140,2023-03-26,39,Kadın,Ankara,Yukseklisans,Standart,19962.815460182643,10106.191722067288,5,2.0,32.41094679869627,40
MUS_0141,2022-06-24,44,Kadın,Istanbul,Lisans,Standart,85384.00721022638,39656.65558014023,8,5.0,19.625215864790533,31
MUS_0142,2022-12-07,52,Kadın,Istanbul,Lise,Standart,33377.553792461134,13227.814247556602,9,6.0,44.71413593418391,35
MUS_0143,2022-05-27,18,Erkek,Istanbul,Ilkokul,Premium,33140.23191837893,4390.5204670588,5,5.0,42.337813349751976,6
MUS_0144,2023-02-12,52,Erkek,Antalya,Lise,Elit,20928.04203649241,5821.792615448031,6,3.0,,56
MUS_0145,2022-07-13,54,Kadın,Istanbul,Lise,Standart,17311.23249997366,2372.0060289709027,6,5.0,34.587285630545026,2
MUS_0146,2022-01-27,64,Erkek,Izmir,Lisans,Premium,34746.723563102714,3698.8327952331933,6,7.0,3.2585997948603507,7
MUS_0147,2023-08-19,31,Kadın,Bursa,Lise,Premium,30613.79609900922,10735.699994720693,6,8.0,48.1592694764945,26
MUS_0148,2022-04-04,20,Erkek,Izmir,Yukseklisans,Standart,36347.008351252385,17486.578053865203,2,8.0,17.449505400707878,26
MUS_0149,2022-09-26,18,Kadın,Antalya,Doktora,Standart,37933.009315195086,17531.58343047344,2,2.0,41.59213862923835,9
MUS_0150,2022-12-15,22,Erkek,Ankara,Lisans,Standart,126087.3929854555,47954.31349707901,6,6.0,15.921568303865497,29
MUS_0151,2022-11-12,43,Erkek,Adana,Yukseklisans,Standart,30659.872982159723,4052.124779031684,8,4.0,31.638537059843603,11
MUS_0152,2023-06-14,31,Kadın,Istanbul,Lisans,Standart,80015.05264121632,16311.968958004909,6,7.0,49.17953959921659,1
MUS_0153,2023-03-12,56,Erkek,Istanbul,Lisans,Standart,82537.83782830035,18954.661569055126,8,7.0,43.837493156581516,4
MUS_0154,2022-08-04,44,Kadın,Izmir,Lise,Standart,52934.58276048475,21952.862747329524,5,7.0,,51
MUS_0155,2022-02-07,26,Erkek,Adana,Lisans,Standart,32287.545083757017,13588.346194830261,6,9.0,27.37442165747356,6
MUS_0156,2023-07-15,32,Erkek,Bursa,Lisans,Premium,18384.5116677606,4710.832811562947,8,8.0,17.426589105734507,2
MUS_0157,2022-09-15,32,Kadın,Istanbul,Yukseklisans,Standart,46118.61477357938,12261.592214759658,2,8.0,21.71694258241459,27
MUS_0158,2023-10-12,43,Erkek,Istanbul,Lisans,Premium,60439.9772421561,7437.660020886474,8,9.0,16.759156460938428,13
MUS_0159,2022-10-16,59,Kadın,Adana,Yukseklisans,Standart,87015.6905166433,18749.790147845255,2,,16.797962409775657,38
MUS_0160,2023-06-08,30,Kadın,Istanbul,Lisans,Standart,22584.543218204108,6297.969324898746,8,9.0,27.12766218883057,47
MUS_0161,2023-11-17,68,Kadın,Bursa,Ortaokul,Elit,32152.22086179544,4901.90074681917,3,7.0,9.59820045615763,44
MUS_0162,2023-04-21,49,Kadın,Bursa,Doktora,Standart,22653.4560619687,6275.720816371104,9,7.0,26.869771261668234,9
MUS_0163,2022-10-29,56,Kadın,Ankara,Lisans,Standart,26456.601857562175,11417.57455730378,7,8.0,13.948271859915046,16
MUS_0164,2023-02-19,66,Kadın,Ankara,Lise,Premium,50624.6437383953,17010.592258237266,7,,14.44914521208998,25
MUS_0165,2023-02-01,69,Erkek,Ankara,Lisans,Standart,25857.28388560336,3283.783614537006,4,8.0,36.937401451781135,9
MUS_0166,2023-03-03,49,Erkek,Istanbul,Ortaokul,Standart,24049.377974216633,4053.6761892328022,8,10.0,1.4796801779967894,1
MUS_0167,2022-04-18,21,Erkek,Antalya,Lisans,Standart,54095.048292762796,16097.714276544855,3,8.0,,16
MUS_0168,2023-05-25,47,Erkek,Ankara,Lisans,Standart,45495.53166818516,11092.253835118074,5,,20.376719007682254,1
MUS_0169,2022-04-16,54,Kadın,Antalya,Lise,Standart,43260.94738103638,10632.48824125902,3,6.0,24.25550698590864,72
MUS_0170,2022-01-11,40,Kadın,Istanbul,Doktora,Standart,26201.09075886811,8172.968501898257,4,8.0,33.45055123647693,38
MUS_0171,2023-04-02,56,Erkek,Adana,Lisans,Premium,69321.58711882634,22959.39592994872,2,10.0,18.484339136854327,5
MUS_0172,2022-03-27,62,Erkek,Ankara,Lise,Premium,36579.56750679287,15455.38411607843,2,,10.656855215322752,8
MUS_0173,2023-07-17,32,Erkek,Istanbul,Lisans,Premium,119383.35553898131,28283.544339754055,5,9.0,44.24364202731543,97
MUS_0174,2023-09-25,60,Kadın,Istanbul,Yukseklisans,Premium,39363.05971218885,16486.676963083468,9,9.0,49.0519313340606,11
MUS_0175,2023-11-21,46,Kadın,Bursa,Lise,Premium,11308.68257445329,2749.2050874886922,6,4.0,1.0007346586466404,36
MUS_0176,2023-05-01,53,Erkek,Izmir,Lise,Standart,11059.68985468839,1248.3356328062055,5,9.0,27.323342550034894,14
MUS_0177,2022-12-18,30,Kadın,Bursa,Ilkokul,Premium,49611.35266622773,15737.83579350788,1,6.0,,47
MUS_0178,2022-09-15,49,Kadın,Istanbul,Ilkokul,Premium,69581.01778607372,23079.705177729018,6,7.0,13.849478769360463,29
MUS_0179,2022-12-25,24,Erkek,Istanbul,Yukseklisans,Premium,24540.643368047124,11681.763613354602,6,7.0,16.785319543496772,1
MUS_0180,2022-05-19,68,Kadın,Ankara,Lisans,Standart,103827.83631863083,40460.388053758455,3,,31.943887821310028,8
MUS_0181,2022-09-12,39,Kadın,Ankara,Lise,Standart,83407.9967878883,60957.248411629014,4,8.0,9.535800511489745,19
MUS_0182,2023-06-09,45,Erkek,Ankara,Lisans,Standart,40347.04277707871,18685.762154286203,4,7.0,45.64303558289751,62
MUS_0183,2022-06-08,19,Erkek,Adana,Lise,Premium,47559.0307548329,16100.045898131564,4,9.0,23.30572624697379,2
MUS_0184,2022-07-12,59,Erkek,Adana,Doktora,Standart,56798.49504628663,17701.849453809533,5,8.0,16.27884165746642,22
MUS_0185,2023-07-02,62,Erkek,Adana,Doktora,Premium,93432.77275141148,29917.72589375569,7,,38.27656657737995,8
MUS_0186,2022-05-10,70,Kadın,Bursa,Lise,Standart,51075.897073189786,25078.412913795535,7,7.0,0.817333261809633,52
MUS_0187,2022-06-29,23,Kadın,Ankara,Yukseklisans,Standart,39893.38605621322,16390.882846138054,5,2.0,21.59264328690184,34
MUS_0188,2022-01-13,45,Erkek,Ankara,Lisans,Standart,50825.35375831481,7282.07071876691,13,7.0,17.765180050061495,11
MUS_0189,2023-06-10,45,Erkek,Ankara,Lise,Standart,47509.27056288829,19804.51335903902,8,9.0,16.91049549948672,4
MUS_0190,2023-03-28,61,Erkek,Antalya,Lise,Standart,57653.43419404074,10217.688516466553,2,5.0,16.85356810452916,1
MUS_0191,2023-05-22,61,Erkek,Istanbul,Lisans,Standart,16564.02333529307,4754.651780911704,3,10.0,1.5635688873633702,23
MUS_0192,2022-06-06,37,Kadın,Ankara,Lisans,Elit,42528.37269409204,8068.799485126341,5,8.0,7.605820150441989,12
MUS_0193,2023-05-17,47,Erkek,Istanbul,Doktora,Standart,45716.760207278756,17690.570012652468,9,8.0,7.09425796562072,9
MUS_0194,2023-03-12,28,Erkek,Ankara,Lisans,Standart,35016.561577216235,15588.559148036233,7,8.0,49.4305252409761,101
MUS_0195,2022-09-25,45,Erkek,Antalya,Yukseklisans,Premium,53749.154848033795,11643.72334197469,6,7.0,1.108287794530588,15
MUS_0196,2022-11-16,42,Kadın,Bursa,Lisans,Premium,94900.45795875392,12507.589248735607,7,8.0,8.35368281759991,33
MUS_0197,2023-02-19,56,Erkek,Istanbul,Yukseklisans,Premium,38913.9690058246,8706.148909411348,5,,,4
MUS_0198,2022-12-27,50,Kadın,Adana,Lisans,Standart,51321.268729440126,18989.03609458485,6,9.0,31.412829690500217,1
MUS_0199,2023-04-14,18,Erkek,Izmir,Lise,Premium,81075.19855699273,18605.5504393582,4,8.0,22.533356030336567,12
MUS_0200,2022-05-13,44,Kadın,Istanbul,Lisans,Premium,39370.90036413006,8319.09017520763,3,8.0,3.9380466523184943,26
MUS_0201,2023-01-30,69,Kadın,Istanbul,Yukseklisans,Standart,23289.744648493874,4256.538409942098,7,8.0,33.48305808164383,16
MUS_0202,2022-11-25,30,Erkek,Istanbul,Ilkokul,Standart,49409.07666934016,14512.893652607025,6,3.0,6.890149384063394,53
MUS_0203,2022-12-03,58,Erkek,Istanbul,Yukseklisans,Standart,12078.31447575652,2381.561226727459,4,3.0,33.55930610795908,13
MUS_0204,2022-12-09,20,Kadın,Adana,Lise,Standart,11508.215850068093,4326.416522610771,5,8.0,48.95882486000292,8
MUS_0205,2023-10-06,56,Kadın,Ankara,Lisans,Premium,42894.80592420194,5669.441128678263,5,5.0,26.59863293084764,59
